Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lulu-3505-200g,LULU 3505 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"lul0, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.50,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/44.png?v=1780586240,1,"",false,,,,kg,,,active
999-200g,999 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"999, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/677d3f417c390_1468.jpg?v=1780278831,1,"",false,,,,kg,,,active
musk-3505-400g,MUSK 3505 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"mus0, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/0951_1.jpg?v=1780278764,1,"",false,,,,kg,,,active
musk-3505-200g,MUSK 3505 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"mus0, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/0951.jpg?v=1780278751,1,"",false,,,,kg,,,active
chay-laayoune-3505-400g,CHAY LAAYOUNE 3505 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"chaa, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/0829.jpg?v=1780278595,1,"",false,,,,kg,,,active
chay-laayoune-3505-200g,CHAY LAAYOUNE 3505 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"chaa, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/0824.jpg?v=1780278567,1,"",false,,,,kg,,,active
hayatti-200g,HAYATTI 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"hay tti, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/1027.jpg?v=1780278302,1,"",false,,,,kg,,,active
hayatti-400g,HAYATTI 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"hay tti, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/1030.jpg?v=1780278308,1,"",false,,,,kg,,,active
hayatti-oro-3505-200g,HAYATTI ORO 3505 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"hay tti, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/1466.jpg?v=1780278148,1,"",false,,,,kg,,,active
hayatti-oro-3505-400g,HAYATTI ORO 3505 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"hay tti, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/1467.jpg?v=1780278139,1,"",false,,,,kg,,,active
hayatti-41022-200g,HAYATTI 41022 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"hay tti, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/1183.jpg?v=1780278206,1,"",false,,,,kg,,,active
hayatti-41022-400g,HAYATTI 41022 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"hay tti, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/1289.jpg?v=1780278236,1,"",false,,,,kg,,,active
hayatti-422-200g,HAYATTI 422 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"hay tti, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/1288.jpg?v=1780278099,1,"",false,,,,kg,,,active
hayatti-422-400g,HAYATTI 422 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"hay tti, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/1287.jpg?v=1780278078,1,"",false,,,,kg,,,active
chay-laayoune-4011-400g,CHAY LAAYOUNE 4011 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"chaa, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/0652.jpg?v=1780278498,1,"",false,,,,kg,,,active
chay-laayoune-4011-200g,CHAY LAAYOUNE 4011 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"chaa, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/0818.jpg?v=1780278479,1,"",false,,,,kg,,,active
grade-4011-200g,GRADE 4011 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"gra0e, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.50,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/43.png?v=1780584075,1,"",false,,,,kg,,,active
el-taj-9371-500g,EL TAJ 9371 500G 500G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"el 9aj, the",true,POIDS,500G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/middle_square_the-vert-chunmee-500-g-el-taj_3558824360307.jpg?v=1780277772,1,"",false,,,,kg,,,active
lamchahar-200g,LAMCHAHAR 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"lamahahar, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.30,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/41_80b861f2-351b-4942-9140-3712ca995e29.png?v=1780583887,1,"",false,,,,kg,,,active
lamchahar-200g,,,,,,,,,400G,,,,,,,,,0.0,,0,continue,manual,4.60,,true,false,,,,,,,,,,,,,kg,,,
bouraza-rubis,BOURAZA RUBIS 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"bou aza, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.40,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/40.png?v=1780583918,1,"",false,,,,kg,,,active
temple-rouge-400g,TEMPLE ROUGE 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"temrle, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/0325_6d7a6d50-b6ca-4d4e-830e-72b49fb06633.jpg?v=1780279292,1,"",false,,,,kg,,,active
temple-rouge-200g,TEMPLE ROUGE 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"temrle, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/0325.jpg?v=1780279274,1,"",false,,,,kg,,,active
al-yaqout-chaara-400g,AL YAQOUT CHAARA 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"al uaqout, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/ALYAQOUTCHAARA400G.png?v=1781099624,1,"",false,,,,kg,,,active
bouraza-4011-400g,BOURAZA 4011 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"bou aza, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,4.75,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/39.png?v=1780583590,1,"",false,,,,kg,,,active
bouraza-4011-200g,BOURAZA 4011 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"bou aza, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.40,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/38.png?v=1780583584,1,"",false,,,,kg,,,active
bouraza-41022-200g,BOURAZA 41022 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"bou aza, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.40,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/37.png?v=1780583582,1,"",false,,,,kg,,,active
bouraza-400g,BOURAZA 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"bou aza, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/bourazza_90432c7c-6035-4194-a177-e59ba9592e54.png?v=1779724548,1,"",false,,,,kg,,,active
bouraza-200g,BOURAZA 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"bou aza, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/bourazza.png?v=1779724511,1,"",false,,,,kg,,,active
la-caravane-125g,LA CARAVANE 125G 125G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"la va, the",true,POIDS,125G,,,,,,,,,0.0,,300,continue,manual,1.50,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/36.png?v=1780582968,1,"",false,,,,kg,,,active
yasmina-thee-170g,YASMINA THEE 170G 170G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"the, yas ina",true,POIDS,170G,,,,,,,,,0.0,,300,continue,manual,2.99,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/35.png?v=1780582865,1,"",false,,,,kg,,,active
figuig-200g,FIGUIG 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"fig2ig, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/the-vert-de-luxe-figuig-10-10-200g.jpg?v=1779724329,1,"",false,,,,kg,,,active
777-au-jasmin-250g,777 AU JASMIN 250G 250G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"777, the",true,POIDS,250G,,,,,,,,,0.0,,300,continue,manual,3.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/34.png?v=1780582658,1,"",false,,,,kg,,,active
777-500g,777 500G 500G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"777, the",true,POIDS,500G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/luxury-green-tea-777-premium-quality-chinese-tea-500g.jpg?v=1779724243,1,"",false,,,,kg,,,active
777-200g,777  200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"777, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/the-vert-de-luxe-777-the-de-chine-de-qualite-premiere-200g.jpg?v=1779724216,1,"",false,,,,kg,,,active
las-palmas-500g,LAS PALMAS 500G 500G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"lasmp, the",true,POIDS,500G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/the-marocain-las-palmas-200g-the-vert-de-chine-special-chun-mee-41022-super-extra-aaaaaa.jpg?v=1779724276,1,"",false,,,,kg,,,active
las-palmas-200g,LAS PALMAS 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"LASPALMAS, THE",true,POIDS,200G,,,,,,,,,500.0,,300,continue,manual,1.00,,true,false,50000.0,ml,5000,ml,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/laspalmas.jpg?v=1779723731,1,"",false,,,,g,,,active
carthage-red-tea-200g,CARTHAGE RED TEA 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,thé carehage,true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/1374.jpg?v=1780279250,1,"",false,,,,kg,,,active
ahmad-tea-500g,AHMAD TEA 500G 500G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,thé ahmed,true,POIDS,500G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/100-Tagged-GT-F-1_75eaf93d-01f6-4507-9d3d-abfd7878d1e1.jpg?v=1779723587,1,"",false,,,,kg,,,active
